Artist_Name,Track_Name,Class,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Mode,Liveness,Valence,Tempo_bpm,Duration_ms,Time_Signature
Sarah Proctor,The Breaks,9,Pop,41.0,0.579,0.212,-11.439,0.0439,0.903,1,0.089,0.0634,130.18,200476.0,4
PVRIS,Use Me (feat. 070 Shake),10,Rock,56.0,0.315,0.618,-6.71,0.053,0.0353,0,0.113,0.226,79.175,203027.0,4
Young Stoner Life,That Go! (feat. T-Shyne),5,HipHop,65.0,0.703,0.589,-6.193,0.0534,0.00584,1,0.116,0.223,145.927,225867.0,4
Cold Cave,Prayer From Nowhere,10,Rock,40.0,0.464,0.875,-9.198,0.0256,0.00116,0,0.104,0.683,104.986,303120.0,4
Memphis Minnie,If You See My Rooster (Please Run Him Home),2,Blues,35.0,0.792,0.142,-16.024,0.0442,0.985,1,0.112,0.669,94.375,195307.0,4
Backstreet Boys,Love Somebody,9,Pop,19.0,0.577,0.85,-3.932,0.0568,0.00454,1,0.124,0.561,127.993,3.4298,4
Rammstein,DEUTSCHLAND,10,Rock,73.0,0.521,0.895,-5.242,0.0442,5.54e-05,1,0.0985,0.237,120.117,322340.0,4
HUNNY,Xbox Luvr,6,Indie,52.0,0.693,0.824,-8.139,0.0415,0.00726,0,0.0826,0.822,108.018,176708.0,4
Coal Chamber,Loco,8,Metal,56.0,0.497,0.914,-6.532,0.0601,0.00178,1,0.258,0.16,133.738,254693.0,4
Kathleen Edwards,Glenfern,1,Alt Music,47.0,0.666,0.803,-6.156,0.028,0.0228,1,0.193,0.54,123.011,270120.0,4
Itay Levi,◊ó◊°◊®◊î ◊ú◊ô ◊ë◊†◊ï◊£,9,Pop,31.0,0.559,0.745,-5.775,0.081,0.43,0,0.105,0.213,147.155,202449.0,4
Rotting Christ,Œß Œû Œ£ - 666,8,Metal,47.0,0.39,0.758,-6.329,0.0312,0.00114,1,0.0978,0.0993,84.003,348053.0,4
The Oil Barons,Vitch,6,Indie,23.0,0.273,0.889,-7.038,0.0998,0.00878,1,0.411,0.22,130.041,358283.0,4
Yuppies With Jeeps,Kiss My Lie,6,Indie,4.0,0.619,0.303,-10.348,0.0308,0.203,1,0.0988,0.281,114.921,214987.0,4
Bon Iver,PDLIF,6,Indie,57.0,0.328,0.461,-8.79,0.0434,0.447,1,0.155,0.232,126.015,177286.0,4
AC/DC,Hard as a Rock,10,Rock,61.0,0.481,0.724,-5.642,0.0324,0.0018,1,0.11,0.2,116.322,271000.0,4
"Jo Dee Messina, Tim McGraw",Bring On The Rain,4,Country,54.0,0.468,0.404,-7.25,0.0286,0.689,1,0.177,0.148,138.115,4.002883333,4
Survivor,Is This Love,10,Rock,49.0,0.679,0.772,-8.946,0.0328,0.557,1,0.0338,0.749,118.129,222560.0,4
Gurr,She Says,6,Indie,36.0,0.63,0.768,-5.667,0.0294,0.353,1,0.108,0.519,119.978,212638.0,4
Yehudit Ravitz,◊ô◊ú◊ì◊î ◊ß◊ò◊†◊î ◊ë◊ô◊¢◊®,10,Rock,11.0,0.656,0.494,-10.666,0.0302,0.0189,1,0.11,0.316,139.151,297733.0,4
Vokonis,Grasping Time - Single Version,8,Metal,31.0,0.199,0.824,-7.814,0.0444,6.65e-06,0,0.15,0.412,142.911,260652.0,4
Pop Up!,Answer,6,Indie,37.0,0.72,0.555,-7.385,0.157,0.0183,1,0.0794,0.662,121.993,230656.0,4
Vintage Trouble,Blues Hand Me Down,9,Pop,38.0,0.399,0.97,-3.381,0.0625,0.00298,0,0.116,0.701,161.801,225853.0,4
Liam Gallagher,Shockwave,10,Rock,50.0,0.434,0.891,-3.238,0.0439,7.56e-06,0,0.257,0.39,123.958,211192.0,4
Des Rocs,Dead Ringer,10,Rock,48.0,0.568,0.9,-3.629,0.139,0.0377,0,0.363,0.375,94.963,162743.0,4
Combichrist,Hate Like Me,8,Metal,42.0,0.646,0.906,-3.848,0.0449,0.000172,0,0.28,0.625,125.944,255194.0,4
Kate Tempest,The Beigeness,1,Alt Music,37.0,0.887,0.855,-6.21,0.186,0.146,1,0.109,0.67,116.982,188777.0,4
Black Pool,Olive Juice,9,Pop,38.0,0.74,0.363,-8.706,0.0377,0.515,1,0.124,0.308,145.562,197028.0,4
Sierpien,–í–∞–ª—é—Ç—ã –æ–±–µ–∏—Ö —Å—Ç—Ä–∞–Ω,6,Indie,27.0,0.627,0.736,-8.394,0.0358,0.298,1,0.356,0.856,125.101,159564.0,4
Sucker,Madeline Kenney,0,Acoustic/Folk,42.0,0.511,0.674,-9.536,0.0274,0.117,1,0.129,0.663,173.949,4.72285,4
alexmaax,Bets Off,6,Indie,31.0,0.456,0.499,-11.231,0.0338,0.754,0,0.0941,0.533,104.919,256924.0,4
End of the World,Forever (feat. NIKI),10,Rock,41.0,0.582,0.762,-5.792,0.0633,0.258,1,0.364,0.372,81.009,176187.0,4
At The Drive In,One Armed Scissor,10,Rock,48.0,0.253,0.931,-4.189,0.142,0.0611,0,0.639,0.25,162.374,260293.0,4
Volumes,NO LOVE,8,Metal,36.0,0.544,0.985,-5.236,0.0895,0.00106,1,0.311,0.424,109.991,197474.0,4
Matt Andersen,Last Surrender,2,Blues,31.0,0.714,0.435,-5.696,0.0346,0.276,1,0.11,0.187,92.936,197748.0,3
Mötley Crüe,"Girls, Girls, Girls",10,Rock,70.0,0.6,0.931,-4.647,0.0734,0.0296,1,0.392,0.542,140.123,4.50711667,4
"Jatin-Lalit, Asha Bhosle, Udit Narayan",Ajnabi Mujhko Itna Bata,3,Bollywood,46.0,0.535,0.727,-4.532,0.0442,0.768,0,0.0713,0.621,98.23,6.23,4
Frankie Goes To Hollywood,Relax,9,Pop,71.0,0.676,0.695,-13.395,0.0392,0.326,0,0.0462,0.691,114.93,236800.0,4
Bon Jovi,Thank You For Loving Me,10,Rock,66.0,0.385,0.342,-7.749,0.0285,0.416,1,0.119,0.131,132.864,308933.0,4
LUNA,Blind,6,Indie,47.0,0.776,0.656,-7.081,0.0631,0.229,0,0.164,0.658,119.938,190000.0,4
DED,Anti-Everything,8,Metal,49.0,0.678,0.967,-3.548,0.0873,0.00251,1,0.264,0.365,109.03,194868.0,4
Laney Keyz,What Love (feat. Calboy),5,HipHop,51.0,0.7,0.845,-2.892,0.0707,0.137,1,0.152,0.785,130.033,190093.0,4
Ravid Plotnik,◊†◊™◊®◊ê◊î ◊ë◊í◊ú◊í◊ï◊ú ◊î◊ë◊ê,5,HipHop,47.0,0.51,0.396,-13.945,0.0389,0.184,0,0.68,0.197,111.506,213720.0,3
YONAKA,Guilty,10,Rock,48.0,0.643,0.262,-5.686,0.0376,0.807,1,0.0943,0.394,122.904,276107.0,4
The Killers,Jenny Was A Friend Of Mine,10,Rock,55.0,0.542,0.961,-5.606,0.0518,0.000128,1,0.286,0.472,114.048,243933.0,4
Jake Bugg,The Love We‚Äôre Hoping For,10,Rock,37.0,0.524,0.512,-7.809,0.034,0.361,0,0.113,0.278,126.397,188667.0,4
Borai,Make Me,6,Indie,43.0,0.581,0.933,-6.315,0.0426,0.000311,0,0.0704,0.546,130.0,298411.0,4
New Sylveon,—è –±–æ–ª—å—à–µ –Ω–µ –∫—É—Å–∞—é—Å—å,6,Indie,33.0,0.37,0.599,-5.5,0.0387,0.0911,1,0.237,0.488,176.785,165424.0,4
The Flower Kings,Black Flag,10,Rock,28.0,0.399,0.59,-8.305,0.0315,0.0737,1,0.333,0.199,139.912,459640.0,4
Between The Buried And Me,The Coma Machine,8,Metal,44.0,0.273,0.971,-4.495,0.139,7e-05,1,0.284,0.249,145.088,455920.0,4
Travis,Side,10,Rock,61.0,0.455,0.849,-5.461,0.0284,0.000493,0,0.466,0.533,90.955,239240.0,4
Young Clancy,PARABLE 3,1,Alt Music,28.0,0.677,0.772,-7.438,0.424,0.303,1,0.299,0.721,148.163,106048.0,4
Lil Nas X,SUN GOES DOWN,5,HipHop,42.0,0.551,0.636,-6.798,0.054,0.0837,1,0.112,0.148,174.065,168276.0,4
Rhodes Rodosu,Luna,6,Indie,39.0,0.594,0.944,-5.084,0.19,0.114,0,0.286,0.3,103.004,242330.0,4
Polo & Pan,Ani Kuni - Edit,6,Indie,60.0,0.704,0.669,-5.691,0.0309,0.0862,1,0.108,0.305,121.005,169267.0,4
Jan Harbeck Quartet,Lighter Shades,7,Instrumental,42.0,0.508,0.162,-12.7,0.0302,0.928,0,0.101,0.38,71.541,5.804216667,4
VRSTY,MONTERO (Call Me By Your Name),10,Rock,34.0,0.469,0.884,-5.626,0.315,0.0506,1,0.0861,0.174,178.944,180000.0,4
Jerry Garcia Band,The Harder They Come (feat. B√©la Fleck) - Live,10,Rock,20.0,0.498,0.881,-6.433,0.0626,0.507,1,0.97,0.617,113.988,645680.0,4
Lo Greco Bros Quartet,Naima,7,Instrumental,34.0,0.364,0.501,-6.138,0.0349,0.744,0,0.305,0.177,175.564,4.661783333,5
The Fall of Troy,F.C.P.R.E.M.I.X.,10,Rock,59.0,0.226,0.891,-5.531,0.0702,0.000631,0,0.225,0.511,167.876,237680.0,4
The Damned,The Shadow Of Love,10,Rock,37.0,0.483,0.6,-11.83,0.0323,0.159,1,0.521,0.655,109.925,229960.0,4
Atreyu,Save Us,10,Rock,59.0,0.409,0.816,-4.59,0.0743,0.00384,1,0.0932,0.385,164.841,141608.0,4
Architects,Gravedigger,8,Metal,49.0,0.529,0.943,-4.446,0.0571,5.11e-05,1,0.142,0.226,119.983,245300.0,4
"Mauricio Hernandez Monterrubio, José Isidoro",Campeche,7,Instrumental,47.0,0.57,0.278,-7.268,0.0528,0.953,1,0.0997,0.287,122.99,3.638216667,3
Omar and The Howlers,"Honest I Do (feat. Gary Clark, Jr.)",2,Blues,35.0,0.72,0.412,-8.139,0.0305,0.421,1,0.102,0.463,111.444,141107.0,3
The Civil Wars,Billie Jean,10,Rock,61.0,0.532,0.203,-8.524,0.0668,0.829,0,0.108,0.543,89.646,259920.0,4
Hundreds,Untold - Pure Current,6,Indie,29.0,0.59,0.129,-17.165,0.0546,0.958,1,0.107,0.0377,116.271,267443.0,4
Editors,Papillon,6,Indie,56.0,0.505,0.947,-5.157,0.0613,2.07e-05,1,0.301,0.629,125.995,324134.0,4
E-Z,◊ú◊ê ◊î◊õ◊ú ◊û◊ü ◊ê◊ú◊ú◊î,5,HipHop,40.0,0.596,0.709,-6.479,0.0359,0.27,1,0.421,0.595,152.182,220263.0,4
Justice,We Are Your Friends - Justice Vs Simian,1,Alt Music,61.0,0.615,0.97,1.342,0.119,0.0104,0,0.178,0.507,122.993,262773.0,4
Blackbriar,Deadly Diminuendo,8,Metal,46.0,0.424,0.82,-6.895,0.0538,0.00484,0,0.12,0.153,115.1,300579.0,4
Little Walter,My Babe,2,Blues,56.0,0.676,0.334,-10.572,0.0508,0.862,1,0.32,0.867,158.0,162040.0,4
Little Sonny,It's Hard Going Up (But Twice As Hard Coming Down),2,Blues,5.0,0.702,0.685,-9.264,0.0346,0.451,1,0.159,0.885,126.404,234200.0,3
P.O.D.,Youth of the Nation,10,Rock,71.0,0.563,0.86,-7.533,0.0621,0.00834,1,0.39,0.517,97.867,256240.0,4
Merle Haggard,Are the Good Times Really Over (I Wish a Buck Was Still Silver),4,Country,55.0,0.616,0.217,-15.439,0.0335,0.808,1,0.122,0.141,130.613,4.22155,3
Robert Wilkins,That's No Way To Get Along,2,Blues,30.0,0.448,0.315,-14.961,0.0353,0.904,1,0.235,0.372,98.548,172533.0,4
Fibre,The Only One,6,Indie,36.0,0.654,0.92,-6.389,0.514,0.0254,1,0.143,0.709,120.065,168000.0,4
Becca Mancari,Golden (Acoustic),0,Acoustic/Folk,49.0,0.359,0.17,-10.915,0.0308,0.91,1,0.11,0.178,137.062,5.12186667,3
Cannibal Corpse,Necrogenic Resurrection,8,Metal,53.0,0.462,0.974,-5.82,0.0816,2.94e-05,1,0.0751,0.399,107.877,186576.0,3
"Astronauts, etc.",Cherry Plum,6,Indie,42.0,0.667,0.659,-10.264,0.04,0.728,0,0.141,0.826,139.947,174857.0,4
otta,just like the rain,6,Indie,19.0,0.507,0.516,-6.133,0.0391,0.452,0,0.135,0.27,109.821,187147.0,4
Jagwar Twin,Happy Face,9,Pop,64.0,0.396,0.77,-4.728,0.06,0.0184,1,0.12,0.412,177.542,170733.0,4
Vundabar,Montage Music,6,Indie,32.0,0.493,0.856,-6.686,0.0556,0.0277,1,0.258,0.818,159.641,194867.0,4
"Conner Youngblood, Nylo",Everyday - Edit,0,Acoustic/Folk,41.0,0.469,0.607,-10.174,0.0371,0.369,1,0.119,0.287,184.986,3.55395,4
Marcus Miller,For the Love of Freedom,7,Instrumental,46.0,0.538,0.0687,-17.993,0.0371,0.967,0,0.0854,0.132,103.808,2.535116667,4
Jasmin Moallem,◊ê◊ï◊® ◊î◊ô◊®◊ó,5,HipHop,51.0,0.625,0.624,-8.391,0.14,0.179,1,0.22,0.394,150.005,208200.0,4
The 1975,It's Not Living (If It's Not With You),10,Rock,70.0,0.618,0.837,-5.338,0.0304,0.000254,1,0.0618,0.526,121.227,248336.0,4
4 Non Blondes,What's Up?,10,Rock,80.0,0.565,0.564,-10.044,0.0292,0.161,1,0.114,0.454,134.355,295533.0,4
Bashar Murad,Maskhara,9,Pop,35.0,0.647,0.864,-4.496,0.0428,0.00881,1,0.273,0.5,94.986,186411.0,4
Holly Humberstone,Haunted House,9,Pop,62.0,0.366,0.269,-9.197,0.0439,0.871,1,0.101,0.238,127.523,133227.0,4
The Derek Trucks Band,Sweet Inspiration,2,Blues,48.0,0.629,0.748,-6.3,0.0406,0.0924,1,0.0449,0.439,111.066,278907.0,4
Little Big Town,Girl Crush,4,Country,69.0,0.5,0.225,-10.22,0.0302,0.842,1,0.112,0.355,173.788,3.222,3
The Fray,Heartbeat,10,Rock,53.0,0.458,0.821,-5.076,0.0334,0.000594,1,0.161,0.323,144.46,220693.0,4
The Mar√≠as,Hush,6,Indie,65.0,0.846,0.431,-6.549,0.0351,0.071,0,0.0861,0.684,93.038,181893.0,4
Sean Leon,free,1,Alt Music,34.0,0.736,0.502,-9.4,0.0587,0.481,0,0.0866,0.296,103.985,151731.0,4
Mrigya,Bhaag Bihag,0,Acoustic/Folk,11.0,0.383,0.696,-7.557,0.0417,0.265,1,0.281,0.379,139.068,8.096216667,4
Oceanhoarse,Reaching Skywards,8,Metal,34.0,0.32,0.967,-5.898,0.0548,2.06e-06,0,0.305,0.081,130.338,246534.0,4
Westlife,We Are One,9,Pop,2.0,0.529,0.528,-6.566,0.029,0.157,1,0.135,0.278,118.03,3.74,4
Garbage,Push It,10,Rock,46.0,0.568,0.907,-7.002,0.0318,0.000324,0,0.0702,0.895,123.886,242533.0,4
Megan Davies,"Love Yourself, Out of the Woods, Roses - Acoustic Mashup",0,Acoustic/Folk,50.0,0.589,0.183,-13.31,0.0583,0.708,1,0.393,0.36,90.556,3.95605,4
Rascal Flatts,What Hurts The Most,4,Country,70.0,0.537,0.674,-5.134,0.0277,0.0088,0,0.265,0.33,136.002,3.56845,4
Led Zeppelin,The Ocean - Remaster,10,Rock,56.0,0.443,0.555,-9.303,0.0474,0.0533,0,0.311,0.755,87.982,271027.0,4
Matt Andersen,Been My Last,2,Blues,34.0,0.353,0.348,-9.934,0.0381,0.376,1,0.0825,0.154,127.566,224867.0,3
Catatonia,Road Rage,6,Indie,51.0,0.495,0.594,-6.447,0.0291,0.0178,1,0.215,0.428,93.445,308386.0,4
"Shashwat Singh, Rishabh Shankar",Albela,0,Acoustic/Folk,25.0,0.446,0.617,-7.883,0.0478,0.582,1,0.0972,0.0696,159.768,2.25,4
The Black Crowes,Jealous Guy,10,Rock,40.0,0.472,0.634,-5.361,0.0324,0.0588,1,0.105,0.641,124.27,297707.0,4
Pepper,Stone Love,10,Rock,62.0,0.837,0.478,-5.861,0.0627,0.0571,0,0.0569,0.81,78.746,254800.0,4
Common,What Do You Say (Move It Baby) [Feat. PJ],5,HipHop,54.0,0.793,0.699,-9.849,0.37,0.0199,1,0.108,0.897,98.957,242347.0,4
"Landon Austin, Aubrey Toone",Driver's License (Acoustic),0,Acoustic/Folk,43.0,0.614,0.327,-9.49,0.0314,0.585,1,0.0885,0.43,145.051,3.8862,4
Colonial Cousins,Krishna,0,Acoustic/Folk,35.0,0.594,0.619,-11.123,0.0478,0.597,0,0.0694,0.385,89.691,5.835783333,1
D Double E,Grinding Away,5,HipHop,31.0,0.484,0.775,-7.761,0.46,0.0462,0,0.173,0.907,61.024,210057.0,4
King Gizzard & The Lizard Wizard,East West Link,6,Indie,50.0,0.461,0.75,-8.688,0.0436,0.0243,0,0.116,0.798,166.019,188786.0,4
DZ Deathrays,Make Yourself Mad,10,Rock,38.0,0.472,0.871,-4.89,0.0597,0.000115,1,0.335,0.489,128.004,160160.0,4
Leony,Faded Love,9,Pop,76.0,0.748,0.748,-3.852,0.0465,0.374,1,0.261,0.393,132.101,148346.0,4
"Camille Saint-Saëns, Sol Gabetta","The Carnival of the Animals, R. 125: XIII. The Swan",7,Instrumental,8.0,0.197,0.0527,-24.809,0.0432,0.991,1,0.0731,0.0386,82.876,3.222883333,4
Carmella Gross & Wagner,◊™◊û◊ï◊†◊î ◊ê◊ô◊û◊§◊®◊°◊ô◊ï◊†◊ô◊°◊ò◊ô◊™,10,Rock,28.0,0.735,0.385,-15.624,0.0356,0.367,1,0.0659,0.533,126.023,196000.0,4
Henry Webb-Jenkins,Months,9,Pop,20.0,0.687,0.199,-13.854,0.0402,0.839,1,0.117,0.153,112.417,194000.0,3
Ajotabeats,ANOTHER NIGHT,6,Indie,41.0,0.772,0.941,-7.609,0.165,0.076,0,0.0793,0.693,125.016,236175.0,4
N.O.R.E.,Superthug,5,HipHop,48.0,0.845,0.921,-4.711,0.184,0.00766,1,0.0419,0.367,95.84,300360.0,4
BTS,Butter,9,Pop,96.0,0.759,0.459,-5.187,0.0948,0.00323,1,0.0906,0.695,109.997,2.7407,4
Mustasch,Down in Black,8,Metal,39.0,0.524,0.94,-5.602,0.0504,0.000337,0,0.287,0.654,95.919,162827.0,4
Katatonia,Lacquer,8,Metal,46.0,0.527,0.453,-11.677,0.033,0.219,0,0.104,0.179,120.024,282107.0,3
Beware Of Darkness,Howl,10,Rock,46.0,0.23,0.888,-3.414,0.0512,0.000776,1,0.414,0.368,90.716,243823.0,4
Trippie Redd,Miss The Rage (feat. Playboi Carti),9,Pop,88.0,0.584,0.859,-5.616,0.121,0.0144,1,0.847,0.369,77.005,236883.0,4
Kaunis Kuolematon,Hyv√§sti,8,Metal,34.0,0.436,0.907,-6.784,0.0608,0.000493,0,0.348,0.0692,115.017,452900.0,4
You Me At Six,WYDRN,10,Rock,46.0,0.556,0.881,-4.656,0.04,0.0391,0,0.187,0.736,133.058,209960.0,4
Shlomo Artzi,◊ì◊ë◊ß,10,Rock,35.0,0.637,0.625,-8.169,0.0342,0.641,0,0.12,0.491,113.993,226667.0,4
Melike ≈ûahin,Uykumun Boynunu B√ºkme,10,Rock,53.0,0.538,0.477,-10.481,0.027,0.0322,0,0.0939,0.721,105.898,273993.0,4
John Garcia,Jim's Whiskers,10,Rock,32.0,0.343,0.872,-5.602,0.0914,0.0207,0,0.147,0.588,115.991,222169.0,4
Marina Maximilian,Not Afraid,9,Pop,37.0,0.334,0.536,-6.649,0.0381,0.378,0,0.106,0.235,152.429,204947.0,4
Leon Bridges,Motorbike,1,Alt Music,67.0,0.721,0.485,-11.213,0.0681,0.158,0,0.107,0.614,150.027,188617.0,4
"Clifford Brown, Max Roach Quintet",If I Love Again,7,Instrumental,27.0,0.552,0.69,-9.203,0.045,0.604,0,0.24,0.948,128.789,3.39955,4
The Raconteurs,"Steady, As She Goes",1,Alt Music,66.0,0.525,0.578,-4.563,0.12,0.0132,1,0.108,0.537,123.696,215267.0,4
Machine Head,Battery,8,Metal,38.0,0.277,0.993,-5.27,0.147,0.00067,0,0.0985,0.0736,99.456,304667.0,4
Peer Tasi,◊õ◊™◊ë◊™◊ô ◊û◊ô◊ú◊ô◊ù,9,Pop,32.0,0.485,0.392,-7.744,0.0302,0.787,0,0.111,0.313,71.375,245135.0,4
Candlemass,The Pendulum,8,Metal,34.0,0.217,0.807,-4.802,0.0469,1.19e-05,1,0.0733,0.249,103.893,299293.0,3
Muse,Supermassive Black Hole,1,Alt Music,76.0,0.668,0.921,-3.727,0.0439,0.0492,1,0.0877,0.782,120.0,212440.0,4
Alvaro Soler,Magia,9,Pop,76.0,0.757,0.671,-7.541,0.0422,0.104,0,0.0729,0.837,133.008,192500.0,4
10-FEET,„Ç¢„Ç™,10,Rock,43.0,0.327,0.952,-2.345,0.128,0.0017,1,0.0259,0.296,189.938,224267.0,4
Sheryl Crow,Soak Up The Sun,10,Rock,1.0,0.717,0.732,-4.985,0.0426,0.0394,1,0.136,0.708,119.996,292307.0,4
Kid Ink,Champion,5,HipHop,59.0,0.287,0.956,-2.847,0.258,0.0937,0,0.423,0.475,82.578,156848.0,4
Philip Sayce,Spirit,2,Blues,42.0,0.479,0.905,-6.606,0.0565,0.00076,0,0.326,0.274,90.007,218088.0,4
"Molly Parden, Hollow Hum",Landslide,0,Acoustic/Folk,56.0,0.366,0.262,-12.635,0.0322,0.767,1,0.119,0.181,151.11,4.09845,4
Dudu Aharon,◊§◊®◊ô◊ñ ◊ê◊ï ◊ê◊®◊ï◊û◊î,9,Pop,19.0,0.719,0.928,-3.215,0.0326,0.0736,0,0.339,0.929,105.004,204067.0,4
Post-Party,Wasting Time,6,Indie,39.0,0.459,0.747,-5.439,0.0309,0.000956,1,0.104,0.673,89.974,167556.0,4
Forth Wanderers,Nevermine,6,Indie,41.0,0.385,0.637,-5.176,0.0315,0.0455,1,0.286,0.246,163.913,234098.0,4
Westlife,Talk Me Down,9,Pop,1.0,0.345,0.346,-8.168,0.0284,0.496,1,0.117,0.155,149.713,4.03045,4
Bettye LaVette,The High Road,2,Blues,16.0,0.649,0.448,-7.6,0.0278,0.785,1,0.0953,0.36,80.521,269533.0,3
Itay Levi,◊ñ◊ï◊õ◊®◊™,9,Pop,39.0,0.506,0.583,-6.989,0.108,0.133,0,0.254,0.445,170.014,229037.0,4
Yuval Dayan,◊¶◊ë◊¢◊ô◊ù,9,Pop,32.0,0.37,0.57,-8.316,0.0361,0.285,0,0.102,0.362,113.595,260506.0,4
Red Hot Chili Peppers,Taste The Pain - Remastered,10,Rock,40.0,0.641,0.828,-5.412,0.0722,0.0864,0,0.246,0.776,104.714,271933.0,4
Death,God of Thunder,8,Metal,40.0,0.446,0.892,-4.809,0.0524,2.45e-05,1,0.115,0.377,107.465,240693.0,4
The Lemonheads,Mrs. Robinson - Remastered,6,Indie,63.0,0.494,0.936,-7.195,0.0398,0.0112,0,0.276,0.834,107.543,224480.0,4
N.W.A.,Straight Outta Compton,5,HipHop,55.0,0.773,0.947,-5.824,0.249,0.117,1,0.44,0.464,102.146,266194.0,4
Bernard Allison,Same Ole Feeling,2,Blues,20.0,0.742,0.696,-7.198,0.0384,0.294,0,0.0802,0.765,82.252,244624.0,4
Yoshinori Hayashi,Make up One‚Äôs Mind,6,Indie,27.0,0.409,0.48,-11.899,0.0311,0.0133,1,0.138,0.152,163.33,210000.0,4
Wars,"High Art, Low Culture",8,Metal,39.0,0.46,0.949,-1.026,0.0751,0.00026,1,0.0421,0.255,142.917,158349.0,4
Under the Concrete,Joshua Burnside,0,Acoustic/Folk,45.0,0.431,0.392,-9.994,0.0585,0.705,0,0.174,0.3,98.667,3.431266667,3
The James Hunter Six,He's Your Could've Been,9,Pop,39.0,0.908,0.517,-9.919,0.108,0.784,0,0.0851,0.762,114.68,160635.0,4
FINNEAS,American Clich√©,9,Pop,64.0,0.772,0.503,-7.603,0.0873,0.0732,0,0.0785,0.496,138.046,203389.0,4
Erkin Koray,Fesuphanallah,10,Rock,52.0,0.58,0.422,-14.462,0.0342,0.409,0,0.0581,0.844,134.912,217400.0,4
Lady Leshurr,Queen's Speech 4,5,HipHop,47.0,0.661,0.531,-10.113,0.548,0.141,0,0.136,0.672,93.287,196615.0,5
The Jesus and Mary Chain,Head On,10,Rock,49.0,0.561,0.871,-5.48,0.0314,0.000179,1,0.0925,0.517,138.978,251480.0,4
The Haunted,99,8,Metal,51.0,0.39,0.967,-3.619,0.0625,4.45e-06,1,0.608,0.416,177.041,238813.0,4
Warpaint,Ashes to Ashes,6,Indie,51.0,0.696,0.871,-6.482,0.0357,0.186,1,0.173,0.8,118.938,310227.0,4
Adult Mom,Breathing,6,Indie,31.0,0.542,0.668,-5.924,0.0309,0.225,1,0.096,0.651,104.914,194631.0,4
Billie Marten,Garden of Eden,6,Indie,55.0,0.577,0.72,-8.08,0.0421,0.0496,1,0.0977,0.465,150.085,199480.0,4
Flavour,Berna,9,Pop,53.0,0.84,0.859,-4.28,0.129,0.233,0,0.142,0.939,113.938,238576.0,4
Maya De Vitry,When the Memories Come Around,1,Alt Music,14.0,0.421,0.491,-9.252,0.0295,0.182,1,0.195,0.731,147.726,184832.0,4
Dirty Heads,Lift Me Up,10,Rock,56.0,0.621,0.668,-5.15,0.046,0.0954,1,0.114,0.685,163.901,153680.0,4
The Voidz,Leave It In My Dreams,6,Indie,59.0,0.6,0.746,-4.696,0.0355,0.0226,0,0.109,0.614,118.551,239442.0,4
ENVYYOU,New Friends,1,Alt Music,46.0,0.545,0.651,-5.966,0.044,0.000792,0,0.484,0.502,99.926,176349.0,4
Sugar Ray,Fly,9,Pop,66.0,0.835,0.648,-8.15,0.0488,0.0202,1,0.308,0.674,99.701,244640.0,4
Dan Kye,Moving,1,Alt Music,49.0,0.899,0.763,-11.548,0.0601,0.262,1,0.0869,0.905,122.005,315608.0,4
Laura Les,Haunted,10,Rock,70.0,0.51,0.817,-8.666,0.0373,0.000654,1,0.146,0.547,169.481,102007.0,4
"Britney Spears, Backstreet Boys",Matches,9,Pop,49.0,0.957,0.507,-6.206,0.0539,0.0451,1,0.0543,0.817,123.998,2.881783333,4
Whethan,Hurting on Purpose (feat. K.Flay),10,Rock,50.0,0.796,0.698,-5.867,0.0676,0.0162,1,0.312,0.727,140.966,129408.0,4
Zuzu Bollin,Why Don't You Eat Where You Slept Last Night?,2,Blues,37.0,0.606,0.393,-16.296,0.0506,0.736,1,0.0823,0.832,131.863,174133.0,4
Thou,Them Bones,8,Metal,32.0,0.159,0.785,-6.162,0.0388,3.44e-06,1,0.373,0.535,152.348,167842.0,4
Galantis,Faith (with Dolly Parton) [feat. Mr. Probz] - Acoustic,9,Pop,47.0,0.557,0.518,-7.043,0.0315,0.339,1,0.0867,0.354,110.291,173218.0,4
Henrik Schwarz,Come Together - Beatless,6,Indie,29.0,0.286,0.413,-9.539,0.0386,0.609,0,0.0769,0.0521,184.368,343627.0,3
Pale Waves,Easy,6,Indie,50.0,0.405,0.811,-3.82,0.0528,0.0407,1,0.0727,0.63,175.018,174333.0,4
Remy Ma,Conceited (There's Something About Remy),5,HipHop,57.0,0.704,0.568,-7.786,0.51,0.216,1,0.184,0.586,123.855,219560.0,5
Scissor Sisters,Take Your Mama,9,Pop,56.0,0.758,0.954,-4.573,0.108,0.196,1,0.0531,0.924,153.973,271907.0,4
Long Distance Calling,Immunity,10,Rock,30.0,0.517,0.831,-7.821,0.045,0.00139,0,0.113,0.347,174.955,340147.0,3
Mother Mother,Forgotten Souls,10,Rock,61.0,0.528,0.621,-8.559,0.0455,0.346,1,0.11,0.46,98.419,175737.0,4
Superlove,btw! i adore u,10,Rock,37.0,0.536,0.836,-5.976,0.0948,0.000233,1,0.402,0.576,82.526,200909.0,4
Nili Fink,Dmoot,6,Indie,3.0,0.613,0.292,-14.464,0.0331,0.694,0,0.0827,0.275,122.124,269522.0,4
